incident_id,timestamp,zone,equipment_id,incident_type,severity,injuries,root_cause
INC-00273,2023-02-18 05:40:00,Tank Farm,Tank-02,Spill,Low,0,Human Error
INC-00274,2023-02-18 07:35:00,Boiler House,Boiler-01,Equipment Failure,Medium,0,Human Error
INC-00275,2023-02-18 11:50:00,Cooling Tower,Cooling-01,Equipment Failure,High,2,Wear and Tear
INC-00276,2023-02-18 17:40:00,Boiler House,Boiler-02,Equipment Failure,Medium,0,Wear and Tear
INC-00277,2023-02-18 22:50:00,Boiler House,Boiler-02,Equipment Failure,High,1,Human Error
INC-00278,2023-02-19 02:20:00,Cooling Tower,Cooling-01,Electrical Fault,Medium,0,Wear and Tear
INC-00279,2023-02-19 05:05:00,Compressor Room,Compressor-02,Equipment Failure,Medium,0,Material Failure
INC-00280,2023-02-19 08:40:00,Compressor Room,Compressor-02,Equipment Failure,Medium,0,Material Failure
INC-00281,2023-02-19 12:35:00,Cooling Tower,Cooling-01,Electrical Fault,Medium,0,Wear and Tear
INC-00282,2023-02-19 13:25:00,Compressor Room,Compressor-01,Equipment Failure,Medium,0,Material Failure
INC-00283,2023-02-19 22:50:00,Tank Farm,Tank-01,Gas Leak,High,2,Wear and Tear
INC-00284,2023-02-20 03:05:00,Compressor Room,Compressor-01,Equipment Failure,High,0,Material Failure
INC-00285,2023-02-20 03:50:00,Tank Farm,Tank-01,Gas Leak,High,0,Wear and Tear
INC-00286,2023-02-20 05:20:00,Cooling Tower,Pump-02,Electrical Fault,Medium,0,Material Failure
INC-00287,2023-02-20 07:45:00,Tank Farm,Tank-01,Gas Leak,Medium,0,Wear and Tear
INC-00288,2023-02-20 15:20:00,Cooling Tower,Cooling-01,Equipment Failure,High,0,Human Error
INC-00289,2023-02-20 15:40:00,Cooling Tower,Cooling-01,Equipment Failure,High,2,Unknown
INC-00290,2023-02-20 20:00:00,Boiler House,Boiler-01,Overheat,Critical,1,Unknown
INC-00291,2023-02-21 05:05:00,Chemical Storage,Pump-01,Leak,Low,0,Material Failure
INC-00292,2023-02-21 14:40:00,Compressor Room,Compressor-01,Vibration Spike,Medium,0,Human Error
INC-00293,2023-02-21 17:25:00,Boiler House,Boiler-01,Overheat,High,0,Human Error
INC-00294,2023-02-21 19:35:00,Tank Farm,Tank-02,Gas Leak,Medium,0,Wear and Tear
INC-00295,2023-02-21 22:00:00,Cooling Tower,Cooling-01,Equipment Failure,Low,0,Wear and Tear
INC-00296,2023-02-22 08:55:00,Cooling Tower,Pump-02,Leak,Medium,0,Material Failure
INC-00297,2023-02-22 09:20:00,Compressor Room,Compressor-02,Vibration Spike,Medium,0,Human Error
INC-00298,2023-02-22 10:15:00,Compressor Room,Compressor-01,Vibration Spike,Medium,0,Material Failure
INC-00299,2023-02-22 14:15:00,Cooling Tower,Pump-02,Leak,High,2,Unknown
INC-00300,2023-02-22 18:40:00,Cooling Tower,Pump-02,Electrical Fault,Medium,0,Human Error
INC-00301,2023-02-22 20:15:00,Cooling Tower,Pump-02,Equipment Failure,Medium,0,Material Failure
INC-00302,2023-02-23 13:40:00,Tank Farm,Tank-01,Gas Leak,High,0,Unknown
INC-00303,2023-02-23 19:25:00,Tank Farm,Tank-02,Gas Leak,Medium,0,Human Error
INC-00304,2023-02-23 21:30:00,Boiler House,Boiler-01,Equipment Failure,Low,0,Unknown
INC-00305,2023-02-24 06:50:00,Tank Farm,Tank-02,Gas Leak,High,1,Wear and Tear
INC-00306,2023-02-24 11:05:00,Compressor Room,Compressor-02,Equipment Failure,Medium,0,Wear and Tear
INC-00307,2023-02-24 17:20:00,Compressor Room,Compressor-02,Equipment Failure,Low,0,Unknown
INC-00308,2023-02-25 08:20:00,Boiler House,Boiler-02,Equipment Failure,Medium,0,Material Failure
INC-00309,2023-02-25 09:25:00,Compressor Room,Compressor-01,Equipment Failure,Medium,0,Material Failure
INC-00310,2023-02-25 09:25:00,Compressor Room,Compressor-02,Vibration Spike,Medium,0,Human Error
INC-00311,2023-02-25 15:25:00,Boiler House,Boiler-02,Equipment Failure,Medium,0,Wear and Tear
INC-00312,2023-02-25 16:30:00,Boiler House,Boiler-02,Overheat,Low,0,Human Error
INC-00313,2023-02-25 23:55:00,Tank Farm,Tank-02,Gas Leak,High,0,Human Error
INC-00314,2023-02-26 00:20:00,Compressor Room,Compressor-01,Equipment Failure,Medium,0,Unknown
INC-00315,2023-02-26 12:30:00,Tank Farm,Tank-02,Gas Leak,Medium,0,Material Failure
INC-00316,2023-02-26 12:40:00,Boiler House,Boiler-02,Equipment Failure,High,1,Unknown
INC-00317,2023-02-26 21:35:00,Tank Farm,Tank-02,Gas Leak,High,1,Unknown
INC-00318,2023-02-27 04:50:00,Boiler House,Boiler-01,Equipment Failure,High,1,Human Error
INC-00319,2023-02-27 05:30:00,Cooling Tower,Pump-02,Equipment Failure,Low,0,Wear and Tear
INC-00320,2023-02-27 08:30:00,Compressor Room,Compressor-02,Equipment Failure,Low,0,Wear and Tear
INC-00321,2023-02-27 08:55:00,Tank Farm,Tank-01,Spill,High,0,Unknown
INC-00322,2023-02-27 10:25:00,Cooling Tower,Pump-02,Electrical Fault,Medium,0,Unknown
INC-00323,2023-02-27 13:25:00,Tank Farm,Tank-02,Gas Leak,Low,0,Material Failure
INC-00324,2023-02-27 13:50:00,Cooling Tower,Pump-02,Equipment Failure,Medium,0,Unknown
INC-00325,2023-02-27 16:10:00,Tank Farm,Tank-02,Gas Leak,High,1,Unknown
INC-00326,2023-02-27 16:40:00,Boiler House,Boiler-02,Equipment Failure,Low,0,Unknown
INC-00327,2023-02-27 18:00:00,Cooling Tower,Pump-02,Electrical Fault,Medium,0,Material Failure
INC-00328,2023-02-28 10:55:00,Boiler House,Boiler-01,Equipment Failure,Critical,1,Human Error
INC-00329,2023-02-28 14:30:00,Tank Farm,Tank-02,Spill,Medium,0,Human Error
INC-00330,2023-03-01 08:40:00,Tank Farm,Tank-02,Gas Leak,Low,0,Human Error
INC-00331,2023-03-01 17:05:00,Compressor Room,Compressor-02,Equipment Failure,Low,0,Human Error
INC-00332,2023-03-02 03:40:00,Tank Farm,Tank-01,Gas Leak,High,1,Human Error
INC-00333,2023-03-02 15:45:00,Boiler House,Boiler-01,Overheat,High,1,Human Error
INC-00334,2023-03-03 12:45:00,Chemical Storage,Pump-01,Equipment Failure,Medium,0,Material Failure
INC-00335,2023-03-03 18:00:00,Tank Farm,Tank-01,Gas Leak,Low,0,Human Error
INC-00336,2023-03-03 19:45:00,Cooling Tower,Pump-02,Electrical Fault,Medium,0,Material Failure
INC-00337,2023-03-03 22:55:00,Compressor Room,Compressor-01,Equipment Failure,Medium,0,Human Error
INC-00338,2023-03-04 06:20:00,Boiler House,Boiler-02,Overheat,Low,0,Human Error
INC-00339,2023-03-04 07:25:00,Cooling Tower,Cooling-01,Leak,High,2,Material Failure
INC-00340,2023-03-04 11:05:00,Cooling Tower,Pump-02,Equipment Failure,High,2,Wear and Tear
INC-00341,2023-03-04 13:15:00,Tank Farm,Tank-02,Gas Leak,Low,0,Wear and Tear
INC-00342,2023-03-04 14:00:00,Cooling Tower,Pump-02,Leak,Low,0,Wear and Tear
INC-00343,2023-03-04 14:05:00,Cooling Tower,Pump-02,Leak,Medium,0,Wear and Tear
INC-00344,2023-03-04 22:40:00,Chemical Storage,Pump-01,Electrical Fault,Low,0,Unknown
INC-00345,2023-03-05 07:40:00,Cooling Tower,Pump-02,Leak,Medium,0,Unknown
INC-00346,2023-03-05 10:00:00,Tank Farm,Tank-02,Spill,Critical,0,Human Error
INC-00347,2023-03-05 14:15:00,Cooling Tower,Cooling-01,Electrical Fault,Low,0,Human Error
INC-00348,2023-03-05 16:25:00,Compressor Room,Compressor-02,Equipment Failure,Medium,0,Human Error
INC-00349,2023-03-05 19:20:00,Chemical Storage,Pump-01,Equipment Failure,High,2,Material Failure
INC-00350,2023-03-05 22:55:00,Cooling Tower,Pump-02,Equipment Failure,Low,0,Unknown
INC-00351,2023-03-06 02:45:00,Cooling Tower,Pump-02,Electrical Fault,Medium,0,Material Failure
INC-00352,2023-03-06 03:15:00,Boiler House,Boiler-01,Explosion,Medium,0,Material Failure
INC-00353,2023-03-06 09:35:00,Compressor Room,Compressor-02,Fire,Critical,1,Human Error
INC-00354,2023-03-06 18:35:00,Cooling Tower,Cooling-01,Equipment Failure,Low,0,Material Failure
INC-00355,2023-03-06 20:35:00,Cooling Tower,Cooling-01,Equipment Failure,Low,0,Unknown
INC-00356,2023-03-07 00:35:00,Cooling Tower,Pump-02,Leak,Critical,2,Human Error
INC-00357,2023-03-07 22:20:00,Cooling Tower,Cooling-01,Leak,Critical,0,Wear and Tear
INC-00358,2023-03-08 00:30:00,Tank Farm,Tank-01,Gas Leak,Medium,0,Wear and Tear
INC-00359,2023-03-08 03:55:00,Boiler House,Boiler-01,Explosion,Low,0,Unknown
INC-00360,2023-03-08 07:45:00,Tank Farm,Tank-02,Gas Leak,Medium,0,Human Error
INC-00361,2023-03-08 11:00:00,Tank Farm,Tank-02,Gas Leak,Medium,0,Wear and Tear
INC-00362,2023-03-08 15:15:00,Cooling Tower,Pump-02,Leak,Medium,0,Human Error
INC-00363,2023-03-08 23:55:00,Compressor Room,Compressor-01,Equipment Failure,Medium,0,Human Error
INC-00364,2023-03-09 01:05:00,Boiler House,Boiler-02,Overheat,Low,0,Unknown
INC-00365,2023-03-09 08:45:00,Compressor Room,Compressor-01,Equipment Failure,Low,0,Wear and Tear
INC-00366,2023-03-09 12:10:00,Compressor Room,Compressor-01,Vibration Spike,High,2,Human Error
INC-00367,2023-03-09 12:40:00,Tank Farm,Tank-01,Spill,Low,0,Unknown
INC-00368,2023-03-09 17:10:00,Chemical Storage,Pump-01,Electrical Fault,High,0,Human Error
INC-00369,2023-03-09 23:45:00,Cooling Tower,Cooling-01,Electrical Fault,Medium,0,Unknown
INC-00370,2023-03-10 06:10:00,Boiler House,Boiler-02,Equipment Failure,Low,0,Material Failure
INC-00371,2023-03-10 11:15:00,Cooling Tower,Cooling-01,Electrical Fault,Medium,0,Human Error
INC-00372,2023-03-10 21:35:00,Tank Farm,Tank-02,Gas Leak,Medium,0,Material Failure
INC-00373,2023-03-11 06:30:00,Chemical Storage,Pump-01,Electrical Fault,Medium,0,Human Error
INC-00374,2023-03-11 13:20:00,Compressor Room,Compressor-02,Fire,High,0,Material Failure
INC-00375,2023-03-11 13:40:00,Boiler House,Boiler-01,Overheat,High,1,Material Failure
INC-00376,2023-03-11 15:35:00,Cooling Tower,Cooling-01,Electrical Fault,Low,0,Material Failure
INC-00377,2023-03-11 18:30:00,Tank Farm,Tank-01,Gas Leak,Low,0,Human Error
INC-00378,2023-03-11 20:45:00,Cooling Tower,Cooling-01,Electrical Fault,High,1,Human Error
INC-00379,2023-03-11 23:30:00,Boiler House,Boiler-01,Equipment Failure,Low,0,Unknown
INC-00380,2023-03-12 01:45:00,Boiler House,Boiler-02,Overheat,Medium,0,Unknown
INC-00381,2023-03-12 01:45:00,Cooling Tower,Cooling-01,Electrical Fault,High,1,Material Failure
INC-00382,2023-03-12 03:00:00,Boiler House,Boiler-02,Overheat,Medium,0,Wear and Tear
INC-00383,2023-03-12 03:10:00,Tank Farm,Tank-02,Gas Leak,Medium,0,Unknown
INC-00384,2023-03-12 03:25:00,Chemical Storage,Pump-01,Electrical Fault,Medium,0,Material Failure
INC-00385,2023-03-12 05:00:00,Chemical Storage,Pump-01,Equipment Failure,Low,0,Wear and Tear
INC-00386,2023-03-12 07:35:00,Cooling Tower,Pump-02,Electrical Fault,High,1,Material Failure
INC-00387,2023-03-12 19:10:00,Boiler House,Boiler-01,Equipment Failure,Medium,0,Human Error
INC-00388,2023-03-13 11:30:00,Tank Farm,Tank-01,Spill,High,1,Unknown
INC-00389,2023-03-13 13:10:00,Tank Farm,Tank-01,Gas Leak,Medium,0,Wear and Tear
INC-00390,2023-03-13 14:20:00,Boiler House,Boiler-01,Equipment Failure,High,2,Material Failure
INC-00391,2023-03-14 02:35:00,Tank Farm,Tank-02,Gas Leak,Critical,1,Human Error
INC-00392,2023-03-14 04:00:00,Cooling Tower,Pump-02,Leak,Low,0,Human Error
INC-00393,2023-03-14 22:30:00,Boiler House,Boiler-02,Overheat,High,1,Material Failure
INC-00394,2023-03-15 00:40:00,Boiler House,Boiler-01,Equipment Failure,High,1,Material Failure
INC-00395,2023-03-15 03:15:00,Cooling Tower,Pump-02,Electrical Fault,Critical,1,Material Failure
INC-00396,2023-03-15 03:55:00,Boiler House,Boiler-01,Equipment Failure,Low,0,Human Error
INC-00397,2023-03-15 13:55:00,Cooling Tower,Cooling-01,Equipment Failure,Medium,0,Human Error
INC-00398,2023-03-15 16:35:00,Compressor Room,Compressor-02,Equipment Failure,Medium,0,Wear and Tear
INC-00399,2023-03-15 19:35:00,Tank Farm,Tank-01,Gas Leak,High,1,Material Failure
INC-00400,2023-03-16 00:20:00,Boiler House,Boiler-01,Equipment Failure,Medium,0,Unknown
INC-00401,2023-03-16 15:05:00,Tank Farm,Tank-01,Spill,High,2,Unknown
INC-00402,2023-03-16 16:50:00,Boiler House,Boiler-02,Equipment Failure,Medium,0,Material Failure
INC-00403,2023-03-16 22:05:00,Boiler House,Boiler-02,Overheat,Medium,0,Unknown
INC-00404,2023-03-17 02:15:00,Tank Farm,Tank-01,Spill,Low,0,Unknown
INC-00405,2023-03-17 03:00:00,Chemical Storage,Pump-01,Leak,Medium,0,Material Failure
INC-00406,2023-03-17 05:10:00,Boiler House,Boiler-01,Overheat,Medium,0,Material Failure
INC-00407,2023-03-17 08:35:00,Cooling Tower,Cooling-01,Electrical Fault,Medium,0,Human Error
INC-00408,2023-03-17 08:40:00,Boiler House,Boiler-01,Equipment Failure,Medium,0,Unknown
INC-00409,2023-03-17 15:35:00,Chemical Storage,Pump-01,Equipment Failure,Critical,0,Material Failure
INC-00410,2023-03-17 21:10:00,Compressor Room,Compressor-01,Equipment Failure,High,1,Unknown
INC-00411,2023-03-17 23:10:00,Tank Farm,Tank-02,Gas Leak,High,2,Wear and Tear
INC-00412,2023-03-18 00:35:00,Boiler House,Boiler-01,Equipment Failure,High,0,Wear and Tear
INC-00413,2023-03-18 01:30:00,Cooling Tower,Pump-02,Electrical Fault,High,1,Wear and Tear
INC-00414,2023-03-18 02:20:00,Boiler House,Boiler-02,Equipment Failure,Low,0,Wear and Tear
INC-00415,2023-03-18 05:40:00,Tank Farm,Tank-01,Gas Leak,High,0,Human Error
INC-00416,2023-03-18 09:25:00,Compressor Room,Compressor-01,Equipment Failure,Low,0,Wear and Tear
INC-00417,2023-03-18 09:45:00,Cooling Tower,Pump-02,Equipment Failure,Low,0,Human Error
INC-00418,2023-03-18 10:00:00,Chemical Storage,Pump-01,Electrical Fault,Medium,0,Material Failure
INC-00419,2023-03-18 21:05:00,Compressor Room,Compressor-01,Equipment Failure,Medium,0,Wear and Tear
INC-00420,2023-03-19 03:45:00,Chemical Storage,Pump-01,Electrical Fault,Medium,0,Material Failure
INC-00421,2023-03-19 07:40:00,Tank Farm,Tank-01,Gas Leak,Medium,0,Material Failure
INC-00422,2023-03-19 09:00:00,Cooling Tower,Pump-02,Equipment Failure,Low,0,Human Error
INC-00423,2023-03-19 12:30:00,Tank Farm,Tank-01,Gas Leak,Medium,0,Human Error
INC-00424,2023-03-19 13:30:00,Boiler House,Boiler-01,Equipment Failure,High,1,Human Error
INC-00425,2023-03-19 17:40:00,Cooling Tower,Cooling-01,Equipment Failure,Low,0,Human Error
INC-00426,2023-03-19 19:40:00,Boiler House,Boiler-01,Equipment Failure,Medium,0,Unknown
INC-00427,2023-03-19 22:10:00,Cooling Tower,Pump-02,Equipment Failure,Low,0,Unknown
INC-00428,2023-03-20 01:55:00,Tank Farm,Tank-01,Gas Leak,Medium,0,Human Error
INC-00429,2023-03-20 10:45:00,Cooling Tower,Cooling-01,Equipment Failure,Medium,0,Unknown
INC-00430,2023-03-20 11:05:00,Chemical Storage,Pump-01,Leak,Low,0,Human Error
INC-00431,2023-03-20 16:50:00,Compressor Room,Compressor-02,Vibration Spike,Low,0,Material Failure
INC-00432,2023-03-20 21:40:00,Chemical Storage,Pump-01,Electrical Fault,Medium,0,Unknown
INC-00433,2023-03-21 05:05:00,Compressor Room,Compressor-01,Vibration Spike,High,1,Human Error
INC-00434,2023-03-21 15:10:00,Compressor Room,Compressor-01,Equipment Failure,Critical,2,Human Error
INC-00435,2023-03-21 15:35:00,Tank Farm,Tank-01,Gas Leak,High,2,Human Error
INC-00436,2023-03-21 20:50:00,Boiler House,Boiler-01,Equipment Failure,Medium,0,Material Failure
INC-00437,2023-03-21 21:50:00,Tank Farm,Tank-01,Gas Leak,Medium,0,Human Error
INC-00438,2023-03-22 01:40:00,Cooling Tower,Cooling-01,Electrical Fault,Medium,0,Unknown
INC-00439,2023-03-22 04:10:00,Compressor Room,Compressor-01,Equipment Failure,Medium,0,Wear and Tear
INC-00440,2023-03-22 06:45:00,Chemical Storage,Pump-01,Electrical Fault,Medium,0,Human Error
INC-00441,2023-03-22 12:10:00,Cooling Tower,Cooling-01,Equipment Failure,High,0,Wear and Tear
INC-00442,2023-03-22 16:30:00,Tank Farm,Tank-02,Gas Leak,Medium,0,Wear and Tear
INC-00443,2023-03-23 02:20:00,Boiler House,Boiler-02,Explosion,Medium,0,Unknown
INC-00444,2023-03-23 05:55:00,Boiler House,Boiler-02,Equipment Failure,High,0,Human Error
INC-00445,2023-03-23 06:20:00,Compressor Room,Compressor-01,Vibration Spike,Critical,0,Human Error
INC-00446,2023-03-23 06:55:00,Tank Farm,Tank-02,Gas Leak,High,0,Wear and Tear
INC-00447,2023-03-23 09:45:00,Tank Farm,Tank-02,Gas Leak,Critical,0,Material Failure
INC-00448,2023-03-23 10:40:00,Boiler House,Boiler-01,Overheat,Low,0,Human Error
INC-00449,2023-03-23 16:30:00,Chemical Storage,Pump-01,Equipment Failure,Medium,0,Human Error
INC-00450,2023-03-24 17:55:00,Tank Farm,Tank-01,Gas Leak,High,1,Unknown
INC-00451,2023-03-24 18:00:00,Compressor Room,Compressor-01,Vibration Spike,Low,0,Wear and Tear
INC-00452,2023-03-25 07:25:00,Tank Farm,Tank-02,Gas Leak,High,2,Unknown
INC-00453,2023-03-25 16:35:00,Compressor Room,Compressor-02,Equipment Failure,Low,0,Material Failure
INC-00454,2023-03-25 18:00:00,Compressor Room,Compressor-02,Equipment Failure,Medium,0,Unknown
INC-00455,2023-03-25 18:25:00,Boiler House,Boiler-02,Overheat,Low,0,Material Failure
INC-00456,2023-03-25 23:55:00,Cooling Tower,Cooling-01,Electrical Fault,High,0,Wear and Tear
INC-00457,2023-03-26 02:55:00,Cooling Tower,Pump-02,Electrical Fault,Low,0,Material Failure
INC-00458,2023-03-26 03:50:00,Compressor Room,Compressor-02,Vibration Spike,High,2,Wear and Tear
INC-00459,2023-03-26 08:50:00,Compressor Room,Compressor-01,Equipment Failure,High,0,Material Failure
INC-00460,2023-03-26 10:15:00,Boiler House,Boiler-02,Equipment Failure,Critical,0,Material Failure
INC-00461,2023-03-26 11:50:00,Tank Farm,Tank-01,Gas Leak,Medium,0,Wear and Tear
INC-00462,2023-03-26 12:15:00,Boiler House,Boiler-01,Overheat,Medium,0,Wear and Tear
INC-00463,2023-03-26 15:05:00,Compressor Room,Compressor-01,Equipment Failure,Low,0,Material Failure
INC-00464,2023-03-26 19:15:00,Cooling Tower,Cooling-01,Equipment Failure,Medium,0,Wear and Tear
INC-00465,2023-03-26 21:45:00,Compressor Room,Compressor-01,Equipment Failure,Medium,0,Unknown
INC-00466,2023-03-27 03:35:00,Cooling Tower,Cooling-01,Equipment Failure,Critical,2,Material Failure
INC-00467,2023-03-27 06:25:00,Tank Farm,Tank-02,Gas Leak,Medium,0,Unknown
INC-00468,2023-03-27 08:05:00,Compressor Room,Compressor-02,Equipment Failure,Medium,0,Unknown
INC-00469,2023-03-27 12:10:00,Compressor Room,Compressor-01,Equipment Failure,Critical,1,Unknown
INC-00470,2023-03-27 23:25:00,Cooling Tower,Pump-02,Electrical Fault,High,2,Human Error
INC-00471,2023-03-28 00:10:00,Tank Farm,Tank-02,Gas Leak,Medium,0,Unknown
INC-00472,2023-03-28 00:35:00,Boiler House,Boiler-02,Overheat,Medium,0,Wear and Tear
INC-00473,2023-03-28 02:30:00,Tank Farm,Tank-02,Gas Leak,Low,0,Wear and Tear
INC-00474,2023-03-28 08:30:00,Boiler House,Boiler-01,Overheat,Medium,0,Wear and Tear
INC-00475,2023-03-28 21:25:00,Compressor Room,Compressor-02,Vibration Spike,Medium,0,Unknown
INC-00476,2023-03-28 22:45:00,Boiler House,Boiler-02,Overheat,Medium,0,Human Error
INC-00477,2023-03-29 07:45:00,Tank Farm,Tank-01,Gas Leak,Medium,0,Wear and Tear
INC-00478,2023-03-29 11:25:00,Boiler House,Boiler-01,Equipment Failure,Medium,0,Material Failure
INC-00479,2023-03-29 15:25:00,Chemical Storage,Pump-01,Electrical Fault,Medium,0,Material Failure
INC-00480,2023-03-29 18:00:00,Compressor Room,Compressor-01,Equipment Failure,Low,0,Material Failure
INC-00481,2023-03-30 07:00:00,Cooling Tower,Cooling-01,Leak,Medium,0,Human Error
INC-00482,2023-03-30 07:05:00,Compressor Room,Compressor-02,Vibration Spike,Medium,0,Unknown
INC-00483,2023-03-30 16:30:00,Tank Farm,Tank-02,Spill,Low,0,Wear and Tear
INC-00484,2023-03-30 17:30:00,Cooling Tower,Cooling-01,Equipment Failure,High,2,Human Error
INC-00485,2023-03-30 19:25:00,Cooling Tower,Cooling-01,Leak,Medium,0,Human Error
INC-00486,2023-03-31 00:05:00,Compressor Room,Compressor-02,Equipment Failure,High,1,Unknown
INC-00487,2023-03-31 00:15:00,Cooling Tower,Pump-02,Equipment Failure,Medium,0,Material Failure
INC-00488,2023-03-31 03:00:00,Cooling Tower,Cooling-01,Leak,Medium,0,Human Error
INC-00489,2023-03-31 23:05:00,Boiler House,Boiler-01,Equipment Failure,High,1,Unknown
